# unassigned_PDBID  line_TMscore_max  TMscore_max  corresponding_PDBID  corresponding_SCOPID  topology  topology_string
2KZK_A  5148  0.5925   2CXK_A  d2cxka1  0-7      +E+0.-E+1.-B+0.+B-1.-B-2.+B+1.+E+2.
2KZR_A  5293  0.74717  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2KZS_A  1173  0.45941  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2KZV_A  4388  0.50682  1XMK_A  d1xmka1  1-3-2    +C+0.+B+0.+A+0.+B-2.-B-1.+C-1.
2L03_A  720   0.77565  1F94_A  d1f94a_  0-6-0    +B+0.-B-1.+B+2.-B+1.+B+4.-B+3.
2L04_A  936   0.67706  1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
2L05_A  251   0.8631   1C1Y_B  d1c1yb_  0-2+5-0  +B+0.-B-1.+E+0.-B+2.+B+3.-E+1.+B+1.
2L08_A  5016  0.67932  2BZ2_A  d2bz2a1  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2L09_A  5621  0.40866  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2L0A_A  3475  0.82448  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2L0B_A  300   0.53136  1CHC_A  d1chca_  0-3-1    +B+0.-B+1.+C+0.-B-1.
2L0C_A  795   0.58693  1FR3_A  d1fr3a_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2L0D_A  5148  0.65948  2CXK_A  d2cxka1  0-7      +E+0.-E+1.-B+0.+B-1.-B-2.+B+1.+E+2.
2L0K_A  3138  0.53827  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2L0Q_A  3693  0.54114  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2L0R_A  5385  0.479    2FTX_B  d2ftxb1  0-3-1    +B+0.-B-1.+B-2.-C+0.
2L0S_A  184   0.43156  1BHT_A  d1bhta1  0-2+5-1  +B+0.-E+0.+B-4.-C+0.+B-2.-B-3.+E-1.-B-1.
2L0Z_A  3475  0.36499  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2L15_A  276   0.87533  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
2L1A_A  1846  0.72478  1LFD_A  d1lfda_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2L1D_A  1184  0.65862  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
2L1E_A  1184  0.59692  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
2L1H_A  1184  0.63333  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
2L1K_A  1184  0.60672  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
2L1N_A  1173  0.50984  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2L1P_A  3682  0.48253  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2L1S_A  449   0.47627  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2L1T_A  2015  0.59555  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2L2D_A  2094  0.42954  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2L2F_A  5493  0.46932  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2L2M_A  436   0.67808  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2L2N_A  436   0.77407  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2L2O_A  3138  0.61062  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2L91_A  3284  0.37355  1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
2L92_A  5213  0.34269  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
2L93_A  3682  0.35684  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2L98_A  739   0.46744  1FF1_A  d1ff1a_  0-2-2    +B+0.-A+0.-B-1.+A+1.
2L9D_A  817   0.54842  1FXD_A  d1fxda_  0-2-2    -C+0.+B+0.-B-1.+C-1.
2L9F_A  3693  0.51494  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2L9Q_A  3284  0.42047  1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
2L9R_A  3582  0.45354  1UFM_A  d1ufma_  0-3-2    -A+0.+B+0.-A-1.+B-2.-B-1.
2L9V_A  1173  0.38765  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2L9W_A  5016  0.67316  2BZ2_A  d2bz2a1  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LA1_A  740   0.61017  1FF4_A  d1ff4a_  0-4-0    +B+0.+B+2.-B+1.-B+3.
2LA4_A  1063  0.81196  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LA6_A  1063  0.85491  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LA8_A  5271  0.81594  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
2LAA_A  1762  0.5897   1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
2LAB_A  1762  0.57374  1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
2LAI_A  2066  0.44232  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LAU_A  795   0.36916  1FR3_A  d1fr3a_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2LB7_A  449   0.41764  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2LBB_A  1173  0.42605  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LBN_A  1504  0.68966  1JK4_A  d1jk4a_  0-4+4-1  +E+0.-E-1.+E-2.-E-3.-A+0.-B+0.+B-1.-B-2.+B-3.
2LC1_A  2888  0.80305  1R21_A  d1r21a_  0-5+6-0  +B+0.-B-1.+E+0.+E-1.-E+1.+E+2.-B+3.+B+4.-E+3.+B+2.-B+1.
2LC2_A  3138  0.49075  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2LC3_A  1173  0.44377  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LC4_A  1740  0.52206  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2LC7_A  5271  0.81535  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
2LCC_A  2015  0.67338  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2LCH_A  1407  0.49016  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
2LCL_A  313   0.67586  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
2LCR_A  5529  0.66684  2H62_C  d2h62c1  0-6-1    +B+0.-B+1.+B-2.-B-1.-C+0.-B-3.+B-4.
2LCV_A  3682  0.45102  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2LCW_A  1063  0.80807  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LD3_A  3059  0.50412  1S12_A  d1s12a_  0-5-0    +B+0.-B+1.-B+3.+B+2.+B-1.
2LD9_A  4171  0.73152  1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2LDI_A  2473  0.79025  1OSD_A  d1osda_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
2LDM_A  2015  0.66319  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2LDO_A  3682  0.44461  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
2LDR_A  5028  0.58963  2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
2LE0_A  291   0.69049  1CDZ_A  d1cdza_  1-3-2    +B+0.-C+0.+B-1.-A+0.+B-2.-C-1.
2LE4_A  2094  0.41804  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LEK_A  3462  0.79341  1TYG_B  d1tygb_  0-2+3-1  +E+0.-E+1.+C+0.-B+0.+B-1.+B+1.
2LEL_A  3350  0.40431  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
2LEO_A  2880  0.77995  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
2LEP_A  107   0.53286  1AW0_A  d1aw0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LF3_A  1173  0.5013   1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LF6_A  1173  0.49995  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LF7_A  4564  0.88206  1YO5_C  d1yo5c1  0-4-2    +C+0.+B+0.-B-1.+C-1.-B-3.+B-2.
2LFD_A  1173  0.55024  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LFF_A  1173  0.52898  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LFG_A  1924  0.77685  1LWR_A  d1lwra_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
2LFK_A  1759  0.55253  1KTH_A  d1ktha_  1-3-1    +B+0.-B-1.+A+0.-B+1.+C+0.
2LFL_A  1759  0.46114  1KTH_A  d1ktha_  1-3-1    +B+0.-B-1.+A+0.-B+1.+C+0.
2LFN_A  4922  0.48464  2B97_A  d2b97a1  0-5-1    +B+0.+B-3.-B+1.+C+0.-B-1.+B-2.
2LFV_A  2935  0.50469  1R8H_A  d1r8ha_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LG4_A  183   0.35968  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2LGD_A  5293  0.70605  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2LGI_A  5621  0.88352  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2LGL_A  5213  0.38705  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
2LGN_A  3344  0.46703  1TEN_A  d1tena_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
2LGQ_A  183   0.40427  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2LGV_A  5028  0.54787  2C2V_S  d2c2vs1  1-3-1    +B+0.-B+1.+C+0.-B-1.-A+0.
2LGW_A  1173  0.41415  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LGX_A  5293  0.75728  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2LGY_A  5293  0.77707  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2LH8_A  1184  0.60818  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
2LH9_A  3138  0.60337  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2LHC_A  2153  0.40129  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2LHD_A  5621  0.64792  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2LHE_A  5621  0.75405  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2LHG_A  2153  0.42984  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2LHJ_A  3367  0.4386   1TIG_A  d1tiga_  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
2LHN_A  4735  0.35465  1ZUD_2  d1zud21  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2LHR_A  1173  0.4739   1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LI6_A  2565  0.46243  1PA4_A  d1pa4a_  0-3-2    -A+0.+B+0.-B+1.+A+1.-B+2.
2LI7_A  5750  0.70667  2SN3_A  d2sn3a_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LIR_A  326   0.66078  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
2LIT_A  347   0.64291  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
2LIU_A  5319  0.52512  2FFG_A  d2ffga1  0-4-2    -C+0.+B+0.-B+1.+B+2.-B+3.+C+1.
2LIW_A  3693  0.52717  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2LIY_A  3350  0.40934  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
2LIZ_A  3213  0.46226  1STU_A  d1stua_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2LJ0_A  313   0.84134  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
2LJ1_A  313   0.80087  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
2LJ2_A  819   0.40718  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LJ3_A  3475  0.7294   1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2LJ4_A  1534  0.74973  1JNS_A  d1jnsa_  0-4-3    +B+0.-C+0.+C-1.-B-1.+C-2.+B+2.-B+1.
2LJ5_A  5293  0.87635  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2LJ7_A  2113  0.62611  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LJH_A  436   0.79472  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2LJI_A  4832  0.39276  2AL3_A  d2al3a1  0-5-1    +B+0.-B-1.+A+0.-B+2.+B+3.+B+1.
2LJK_A  5292  0.67335  2FA8_A  d2fa8a1  0-4-2    +B+0.-C+0.+B+1.-B-1.+B-2.-C-1.
2LJL_A  5124  0.37592  2CTK_A  d2ctka1  0-3-2    +B+0.-A+0.+B-2.-B-1.+A+1.
2LJM_A  5750  0.67975  2SN3_A  d2sn3a_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LJP_A  2296  0.73887  1NZ0_A  d1nz0a_  1-4-2    +A+0.+B+0.-B+1.+B+3.-C+0.+B+2.-C-1.
2LJU_A  370   0.51737  1D1R_A  d1d1ra_  0-5-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.+B+1.
2LJV_A  1365  0.71168  1J2L_A  d1j2la_  0-4-0    +B+0.+B+1.-B+3.+B+2.
2LJW_A  488   0.48162  1DTD_B  d1dtdb_  0-5-0    +B+0.-B-1.-B+1.-B-3.+B-2.
2LJX_A  4735  0.4407   1ZUD_2  d1zud21  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2LJZ_A  3990  0.46958  1VYX_A  d1vyxa_  0-2-2    +B+0.-B+1.-C+0.-C-1.
2LK2_A  3138  0.49276  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2LKB_A  2113  0.61145  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LKI_A  3693  0.53022  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2LKL_A  468   0.41777  1DP7_P  d1dp7p_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LKS_A  5385  0.39125  2FTX_B  d2ftxb1  0-3-1    +B+0.-B-1.+B-2.-C+0.
2LKU_A  4137  0.76933  1WIK_A  d1wika_  1-4-2    -A+0.+B+0.-C+0.+B+1.-B-1.+B-2.-C-1.
2LKY_A  2066  0.48384  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LKZ_A  1063  0.7235   1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LL0_A  3356  0.50928  1TH5_A  d1th5a1  0-3-2    -C+0.+B+0.-B-1.+C-1.-B-2.
2LL3_A  1122  0.57455  1HKY_A  d1hkya_  0-2+5-1  +E+0.-B+0.+E+4.-A+0.+E+2.-E+3.+B-1.-E+1.
2LL4_M  1122  0.58019  1HKY_A  d1hkya_  0-2+5-1  +E+0.-B+0.+E+4.-A+0.+E+2.-E+3.+B-1.-E+1.
2LL8_A  3693  0.52463  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2LLF_A  1680  0.65618  1KCQ_A  d1kcqa_  1-5-1    +B+0.-B-1.-B+1.+B+2.-C+0.+B+3.+A+0.
2LLK_A  183   0.50569  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2LLV_A  261   0.40793  1C4Q_A  d1c4qa_  0-4-1    +B+0.-B-1.+B-2.-C+0.+B-3.
2LLW_A  238   0.45567  1BXY_A  d1bxya_  0-3-2    +B+0.-A+0.-B-1.+A+1.-B+1.
2LLZ_A  742   0.62168  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LM1_A  4131  0.45936  1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LM4_A  238   0.4321   1BXY_A  d1bxya_  0-3-2    +B+0.-A+0.-B-1.+A+1.-B+1.
2LM9_A  819   0.51195  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2LMI_A  4222  0.75858  1WWH_A  d1wwha1  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LMJ_A  313   0.86409  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
2LMK_A  2066  0.37169  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LML_A  3693  0.53448  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2LMR_A  3356  0.41228  1TH5_A  d1th5a1  0-3-2    -C+0.+B+0.-B-1.+C-1.-B-2.
2LMZ_A  183   0.46031  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2LN0_A  2656  0.52786  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2LN3_A  2066  0.62222  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LN8_A  2094  0.48122  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LNA_A  1989  0.51528  1M8A_A  d1m8aa_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2LNB_A  3138  0.68527  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2LND_A  2066  0.59143  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LNM_A  2690  0.43822  1Q1H_A  d1q1ha_  1-3-1    +C+0.+B+0.-A+0.+B-2.-B-1.
2LNV_A  1740  0.45478  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2LO1_A  2094  0.41983  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LO3_A  2880  0.39761  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
2LOJ_A  563   0.42436  1ED7_A  d1ed7a_  0-2+3-0  +E+0.-B+0.+B+1.-E+1.-B+2.
2LOL_A  742   0.46059  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LOO_A  2094  0.44181  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LOP_A  341   0.42772  1CSE_I  d1csei_  0-4-1    +B+0.-C+0.+B+3.+B+2.-B+1.
2LOQ_A  922   0.40323  1GHH_A  d1ghha_  0-3-2    +B+0.-C+0.+B+1.-B-1.+C-1.
2LOR_A  922   0.41614  1GHH_A  d1ghha_  0-3-2    +B+0.-C+0.+B+1.-B-1.+C-1.
2LP5_A  313   0.8514   1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
2LP6_A  3196  0.72688  1SQR_A  d1sqra_  0-6      +B+0.-B-1.-E+0.+E+1.-E+2.-B+1.
2LPK_A  3693  0.53289  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2LPN_A  5319  0.50326  2FFG_A  d2ffga1  0-4-2    -C+0.+B+0.-B+1.+B+2.-B+3.+C+1.
2LPV_A  196   0.88051  1BKF_A  d1bkfa_  0-5-1    +B+0.-B-3.+B-4.+C+0.-B-1.+B-2.
2LQ5_A  2263  0.77244  1NU4_A  d1nu4a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LQ6_A  2656  0.49185  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2LQ7_A  5293  0.625    2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2LQ9_A  734   0.70992  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LQB_A  107   0.75899  1AW0_A  d1aw0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LQJ_A  742   0.7373   1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LQK_A  5493  0.59112  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2LQO_A  1071  0.74129  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
2LQQ_A  1071  0.76583  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
2LQR_A  747   0.87742  1FHG_A  d1fhga_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
2LQT_A  183   0.44706  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2LQV_A  1771  0.49187  1KWI_A  d1kwia_  0-4-1    -C+0.+B+0.-B-1.+B-2.-B-3.
2LR2_A  285   0.42291  1CC8_A  d1cc8a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LR3_A  2113  0.66276  1N4N_A  d1n4na_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LR8_A  3138  0.45645  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2LRA_A  5493  0.46881  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2LRC_A  5757  0.75705  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
2LRD_A  329   0.40205  1CPZ_A  d1cpza_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LRI_C  3850  0.47168  1VFY_A  d1vfya_  0-3+2-1  +B+0.-B-2.+B-1.-E+0.+E+1.-A+0.
2LRJ_A  2015  0.56804  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2LRQ_A  5269  0.68459  2F5K_A  d2f5ka1  0-3+3-1  +E+0.-E+1.-B+0.+B-1.-B-2.-E-1.+A+0.
2LRR_A  2066  0.78195  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LRS_A  436   0.73035  1DI2_A  d1di2a_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
2LRU_A  4171  0.53842  1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2LRV_A  2094  0.44408  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LRW_A  3415  0.64751  1TTN_A  d1ttna1  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
2LS7_A  734   0.47339  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LSE_A  2724  0.51054  1Q5Y_A  d1q5ya_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2LSG_A  3367  0.49829  1TIG_A  d1tiga_  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
2LSM_A  5541  0.59959  2HBB_A  d2hbba1  1-4-1    +B+0.-B+2.+B+1.+C+0.-B-1.+A+0.
2LSO_A  3138  0.69541  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
2LSS_A  276   0.80317  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
2LSU_A  5797  0.42206  4UBP_A  d4ubpa_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2LSY_A  2066  0.51667  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2LT1_A  5493  0.60192  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2LT3_A  5145  0.43565  2CX6_A  d2cx6a1  0-3-2    +B+0.-C+0.+B+1.-C+1.+B+2.
2LT4_A  5493  0.57732  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
2LT5_A  2454  0.55     1ONC_A  d1onca_  1-4-2    +B+0.-C+0.+B+1.-A+0.-B+2.+B+3.+A+1.
2LT8_A  2131  0.54564  1N8M_A  d1n8ma_  0-3-1    +B+0.-C+0.+B+2.-B+1.
2LTA_A  3400  0.5309   1TQ8_A  d1tq8a_  1-4-2    +B+0.-C+0.+B+1.-C+1.+B+2.-A+0.+B-1.
2LTE_A  3693  0.52722  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
